1 0.693498 1.58318
1.1 0.693498 1.49965
1.2 0.693498 1.42396
1.3 0.693498 1.35537
1.4 0.693498 1.29323
1.5 0.693498 1.23692
1.6 0.693498 1.1859
1.7 0.693498 1.13967
1.8 0.693498 1.09778
1.9 0.693498 1.05982
2 0.693498 1.02543
2.1 0.693498 0.994261
2.2 0.693498 0.966022
2.3 0.693498 0.940435
2.4 0.693498 0.91725
2.5 0.693498 0.896242
2.6 0.693498 0.877207
2.7 0.693498 0.859958
2.8 0.693498 0.844329
2.9 0.693498 0.830168
3 0.693498 0.817336
3.1 0.693498 0.805709
3.2 0.693498 0.795173
3.3 0.693498 0.785627
3.4 0.693498 0.776977
3.5 0.693498 0.769139
3.6 0.693498 0.762037
3.7 0.693498 0.755602
3.8 0.693498 0.749771
3.9 0.693498 0.744487
4 0.693498 0.7397
4.1 0.693498 0.735362
4.2 0.693498 0.731431
4.3 0.693498 0.72787
4.4 0.693498 0.724643
4.5 0.693498 0.721718
4.6 0.693498 0.719069
4.7 0.693498 0.716668
4.8 0.693498 0.714492
4.9 0.693498 0.712521
5 0.693498 0.710735
