0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1.38407 -0.557299
0.265369 -0.16069
0.265369 -0.16069
0.265369 -0.16069
0.265369 -0.16069
0.265369 -0.16069
0.265369 -0.16069
0.265369 -0.16069
-0.365251 -0.204413
-0.365251 -0.204413
-1.16897 1.0239
-1.16897 1.0239
-1.87821 -0.822318
-1.87821 -0.822318
-1.35283 -1.48664
-1.35283 -1.48664
-0.391227 -0.426874
0.0206829 -0.670282
0.0206829 -0.670282
0.0206829 -0.670282
0.554474 -0.581579
0.554474 -0.581579
0.554474 -0.581579
0.554474 -0.581579
0.554474 -0.581579
0.554474 -0.581579
0.554474 -0.581579
-0.699373 -0.780088
-0.466291 -0.0991807
-0.790003 0.26442
-0.790003 0.26442
-0.790003 0.26442
-0.685138 -0.492604
-0.685138 -0.492604
-0.685138 -0.492604
0.983668 0.972986
0.983668 0.972986
0.125895 1.57393
-0.708693 0.407963
-0.708693 0.407963
-0.708693 0.407963
-0.708693 0.407963
-0.708693 0.407963
-0.38029 0.350388
-0.356042 -0.0986166
-0.696215 -0.878816
-0.696215 -0.878816
-0.696215 -0.878816
-0.265074 -0.475741
0.1016 0.241904
0.1016 0.241904
0.1016 0.241904
0.885437 -0.150959
0.885437 -0.150959
0.991239 -0.191171
0.991239 -0.191171
0.0917264 -0.848175
0.0917264 -0.848175
0.0917264 -0.848175
0.0917264 -0.848175
0.0917264 -0.848175
0.0174333 0.997292
0.0174333 0.997292
-0.0828073 0.574913
-0.0828073 0.574913
-0.0828073 0.574913
-0.485286 -0.770827
-0.485286 -0.770827
-1.00032 -0.0598508
-1.00032 -0.0598508
-1.00032 -0.0598508
-1.00032 -0.0598508
-1.00032 -0.0598508
0.13229 -0.327243
0.13229 -0.327243
0.13229 -0.327243
0.13229 -0.327243
-0.833697 0.651783
-0.833697 0.651783
-0.833697 0.651783
-0.833697 0.651783
0.877523 0.591152
0.877523 0.591152
0.0149373 0.871332
0.0149373 0.871332
0.0149373 0.871332
0.0149373 0.871332
0.385905 0.242053
0.385905 0.242053
0.140858 0.537047
0.140858 0.537047
0.71875 0.701503
0.71875 0.701503
-0.625316 1.11304
-0.625316 1.11304
-0.625316 1.11304
0.73592 1.17308
1.39194 -0.395912
0.321772 0.742569
0.321772 0.742569
-0.358215 -0.459383
-0.358215 -0.459383
-0.358215 -0.459383
-0.358215 -0.459383
0.15852 0.616969
0.15852 0.616969
0.15852 0.616969
1.20412 -0.166358
1.20412 -0.166358
1.20412 -0.166358
1.20412 -0.166358
1.20412 -0.166358
1.20412 -0.166358
1.20412 -0.166358
