0 1
1 0.939902
2 0.884285
3 0.83195
4 0.783047
5 0.737638
6 0.696162
7 0.658116
8 0.622175
9 0.588472
10 0.556698
11 0.526952
12 0.49883
13 0.47303
14 0.448723
15 0.426054
16 0.405012
17 0.384554
18 0.365683
19 0.34784
20 0.330632
21 0.315274
22 0.301015
23 0.287392
24 0.274148
25 0.260918
26 0.248105
27 0.235755
28 0.223559
29 0.211747
30 0.200222
31 0.18882
32 0.17804
33 0.168498
34 0.159602
35 0.151226
36 0.143398
37 0.136591
38 0.129751
39 0.123557
40 0.117882
41 0.113035
42 0.108607
43 0.104183
44 0.0999226
45 0.0963081
46 0.0926582
47 0.0892112
48 0.0862368
49 0.0834003
50 0.0807043
51 0.0781444
52 0.0754668
53 0.0729735
54 0.0701756
55 0.0682653
56 0.0663171
57 0.0645156
58 0.0637139
59 0.0632647
60 0.0632729
61 0.0628325
62 0.0623308
63 0.0622283
64 0.0615942
65 0.0615049
66 0.0609356
67 0.0603254
68 0.0594392
69 0.0587288
70 0.0578012
71 0.0566813
72 0.0555033
73 0.0542424
74 0.0526303
75 0.0510604
76 0.0495502
77 0.048335
78 0.047033
79 0.0460764
80 0.044649
81 0.0434823
82 0.0417742
83 0.04071
84 0.0397703
85 0.0389733
86 0.0386678
87 0.0381772
88 0.0371086
89 0.0359593
90 0.0345239
91 0.033735
92 0.0327742
93 0.0315652
94 0.0308118
95 0.0301572
96 0.0294316
97 0.0285727
98 0.0274179
99 0.0270963
100 0.0269594
