0 1
1 0.910068
2 0.829226
3 0.756505
4 0.691349
5 0.632591
6 0.579703
7 0.531755
8 0.487456
9 0.44734
10 0.411537
11 0.37842
12 0.348139
13 0.321664
14 0.298357
15 0.277045
16 0.256498
17 0.238389
18 0.220403
19 0.203672
20 0.187918
21 0.172946
22 0.159434
23 0.14779
24 0.137373
25 0.12798
26 0.119412
27 0.11196
28 0.10481
29 0.0981917
30 0.0920476
31 0.0859344
32 0.0810286
33 0.077083
34 0.0728406
35 0.0681488
36 0.0632584
37 0.0598104
38 0.0568155
39 0.0533693
40 0.0502091
41 0.0479779
42 0.0459745
43 0.0444646
44 0.0422706
45 0.0401361
46 0.0372616
47 0.0343293
48 0.031887
49 0.0300013
50 0.0279311
51 0.0260144
52 0.0243901
53 0.0226798
54 0.0215614
55 0.0205302
56 0.0189002
57 0.0180855
58 0.0169847
59 0.0166897
60 0.0158901
61 0.0158715
62 0.0162043
63 0.0160672
64 0.0161377
65 0.0153654
66 0.0142243
67 0.0128231
68 0.0110486
69 0.00928709
70 0.00783672
71 0.00702186
72 0.00660777
73 0.0042632
74 0.00240913
75 0.00131576
76 -4.78035e-05
77 -0.00172325
78 -0.00361057
79 -0.00537992
80 -0.00594378
81 -0.00711441
82 -0.00701673
83 -0.00812929
84 -0.0092388
85 -0.00929614
86 -0.00926411
87 -0.00812917
88 -0.00675742
89 -0.00520741
90 -0.00428655
91 -0.00346129
92 -0.00215788
93 -0.00151186
94 -0.000756054
95 0.000526817
96 0.00154744
97 0.00213196
98 0.00297397
99 0.00482094
100 0.00589463
