1000 2.04238 0.0474388
2000 2.16576 0.0341104
3000 2.26607 0.0275394
4000 2.31831 0.0236964
5000 2.50309 0.0219887
6000 2.46118 0.0194688
7000 2.57749 0.0187271
8000 2.6071 0.0175404
9000 2.64197 0.0165167
10000 2.61328 0.0156186
11000 2.60955 0.0148803
12000 2.60511 0.0144338
13000 2.60202 0.0138489
14000 2.59497 0.0133477
15000 2.6187 0.0131117
16000 2.57314 0.0127076
17000 2.5792 0.0123376
18000 2.53422 0.011943
19000 2.53889 0.0115724
20000 2.54991 0.0112334
21000 2.53097 0.0109129
22000 2.52372 0.0106333
23000 2.53957 0.0103904
24000 2.52606 0.0101951
25000 2.52412 0.00995955
26000 2.53017 0.00983622
27000 2.51282 0.00963192
28000 2.5237 0.00952949
29000 2.52017 0.00939605
30000 2.52879 0.00933624
31000 2.51955 0.00915607
32000 2.52058 0.00897023
33000 2.50815 0.00877651
34000 2.50605 0.00862107
35000 2.50876 0.00845442
36000 2.512 0.00831249
37000 2.52588 0.00824298
38000 2.53784 0.00815495
39000 2.53061 0.00810225
40000 2.53467 0.00799778
41000 2.54201 0.00788398
42000 2.53719 0.00777109
43000 2.53621 0.00769313
44000 2.5451 0.00758852
45000 2.53731 0.00747962
46000 2.52819 0.0073731
47000 2.52994 0.00726736
48000 2.52788 0.00719088
49000 2.52787 0.0070957
50000 2.52323 0.00700149
51000 2.53258 0.00693693
52000 2.54347 0.00692098
53000 2.55179 0.00685592
54000 2.54632 0.00677177
55000 2.54804 0.00672578
56000 2.55158 0.00667232
57000 2.54563 0.00660528
58000 2.54166 0.00654348
59000 2.54321 0.00647449
60000 2.5469 0.0064131
61000 2.53924 0.00634213
62000 2.53946 0.00629119
63000 2.53736 0.00623166
64000 2.54535 0.00620047
65000 2.54926 0.00614088
66000 2.54974 0.00609359
67000 2.54662 0.00604908
68000 2.54049 0.00598337
69000 2.5425 0.0059473
70000 2.54773 0.00591937
71000 2.55722 0.00589755
72000 2.55846 0.00584975
73000 2.55973 0.00579751
74000 2.55858 0.00574866
75000 2.56215 0.00571534
76000 2.56261 0.00566957
77000 2.55772 0.00563937
78000 2.55898 0.00559777
79000 2.55803 0.00555751
80000 2.56062 0.00551687
81000 2.56252 0.0054942
82000 2.56118 0.00545322
83000 2.56423 0.00543384
84000 2.55847 0.00540265
85000 2.5622 0.00537215
86000 2.56186 0.00533664
87000 2.55683 0.00529931
88000 2.55962 0.00526664
89000 2.55374 0.00525049
90000 2.54602 0.00521667
91000 2.54756 0.00519782
92000 2.54779 0.00517688
93000 2.55228 0.0051544
94000 2.54528 0.00512557
95000 2.54458 0.00509436
96000 2.54298 0.00506412
97000 2.53947 0.00503327
98000 2.54368 0.00502404
99000 2.54484 0.00499304
100000 2.54559 0.00495983
