1000 1.05168 0.0288452
2000 0.970764 0.0187977
3000 0.990994 0.0161671
4000 1.00615 0.015226
5000 1.00102 0.0135609
6000 1.01838 0.0126333
7000 1.01024 0.0117056
8000 1.00178 0.0109524
9000 0.984877 0.0101861
10000 0.991485 0.00983447
11000 0.990975 0.00926594
12000 0.997379 0.0091392
13000 0.998735 0.00873881
14000 0.99405 0.00836811
15000 0.995037 0.00806561
16000 0.993283 0.00783617
17000 0.99276 0.00758588
18000 0.991833 0.0073445
19000 0.995909 0.0072311
20000 0.995882 0.00704074
21000 0.99528 0.00684889
22000 1.00374 0.00680417
23000 0.994668 0.00659539
24000 0.994546 0.00643628
25000 0.991316 0.00629772
26000 0.996155 0.00617385
27000 1.00333 0.00609013
28000 1.00026 0.00596241
29000 0.999713 0.00584673
30000 1.00168 0.00577041
31000 1.00166 0.00567857
32000 1.00065 0.00559883
33000 0.994303 0.00550077
34000 0.989957 0.00540276
35000 0.993262 0.00535129
36000 0.988865 0.00525344
37000 0.992021 0.00519718
38000 0.991707 0.00512446
39000 0.989023 0.00504404
40000 0.987219 0.00496806
41000 0.988007 0.00490901
42000 0.98681 0.00485025
43000 0.98582 0.00478585
44000 0.983276 0.00473561
45000 0.983816 0.00468403
46000 0.982623 0.00464805
47000 0.984445 0.00460144
48000 0.986481 0.00455756
49000 0.987748 0.00452124
50000 0.988886 0.00448872
51000 0.991004 0.00444531
52000 0.993094 0.00441219
53000 0.993169 0.00437175
54000 0.995284 0.0043457
55000 0.994723 0.00430047
56000 0.996403 0.00426949
57000 0.996004 0.00423698
58000 0.99589 0.00419833
59000 0.997498 0.00416549
60000 0.998541 0.0041326
61000 0.997714 0.0040933
62000 0.996678 0.00405561
63000 0.997571 0.00401747
64000 0.998221 0.00398992
65000 0.998184 0.00395945
66000 0.997719 0.00392886
67000 0.995652 0.00389325
68000 0.994985 0.00385729
69000 0.994995 0.00382485
70000 0.995523 0.00380157
71000 0.994323 0.0037689
72000 0.996043 0.00374787
73000 0.996549 0.00372555
74000 0.996001 0.00369272
75000 0.994519 0.00366223
76000 0.997072 0.00364879
77000 0.996908 0.00361989
78000 0.996771 0.00359263
79000 0.997084 0.00356934
80000 0.996373 0.00354253
81000 0.994022 0.00351562
82000 0.993806 0.00348922
83000 0.993357 0.00346921
84000 0.993268 0.00345109
85000 0.993432 0.003431
86000 0.993648 0.00341293
87000 0.993283 0.0033929
88000 0.99477 0.0033806
89000 0.994978 0.00336334
90000 0.994627 0.00334111
91000 0.994486 0.00331887
92000 0.995589 0.00330132
93000 0.995806 0.00328241
94000 0.996638 0.00326574
95000 0.996774 0.00324599
96000 0.996339 0.00322688
97000 0.995198 0.00320445
98000 0.99541 0.00319083
99000 0.995707 0.00317317
100000 0.995038 0.00315796
