0 1
1 0.859228
2 0.739348
3 0.637363
4 0.550283
5 0.474214
6 0.409285
7 0.352546
8 0.303436
9 0.262538
10 0.227318
11 0.197104
12 0.172043
13 0.152264
14 0.134375
15 0.118238
16 0.1041
17 0.0916762
18 0.0797935
19 0.0695882
20 0.061499
21 0.0535644
22 0.0467103
23 0.0396943
24 0.0334423
25 0.0284088
26 0.0249757
27 0.0215005
28 0.0182373
29 0.0151515
30 0.0126614
31 0.0093032
32 0.00627159
33 0.00264531
34 -0.000387555
35 -0.00109823
36 -0.000921384
37 -0.000970142
38 -0.00219285
39 -0.00344755
40 -0.00575328
41 -0.00731353
42 -0.00857513
43 -0.00957004
44 -0.00847871
45 -0.0073358
46 -0.00753569
47 -0.00758398
48 -0.00679476
49 -0.0061424
50 -0.00679319
51 -0.00625497
52 -0.00560528
53 -0.00438931
54 -0.00511911
55 -0.00521051
56 -0.00476715
57 -0.00469989
58 -0.00439684
59 -0.00263309
60 0.0012144
61 0.00353142
62 0.00428913
63 0.00547908
64 0.00426593
65 0.00245169
66 0.00103034
67 0.00061943
68 -0.00185359
69 -0.00302362
70 -0.00282106
71 -0.00217812
72 -0.0011299
73 -0.00100401
74 0.000875134
75 0.00151996
76 0.00246471
77 0.00263512
78 0.00244715
79 0.00166482
80 0.000297878
81 -0.00112551
82 -0.00333012
83 -0.00528138
84 -0.00651726
85 -0.00713057
86 -0.00675917
87 -0.00649484
88 -0.00616106
89 -0.00421247
90 -0.00319404
91 -0.00390346
92 -0.00497644
93 -0.00633963
94 -0.00744648
95 -0.00852166
96 -0.00930116
97 -0.00981916
98 -0.0119252
99 -0.0131306
100 -0.0148381
